Fitness,Label,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2,N1,N2,O1,O2,P1,P2
1.283235431,1,0.443394673,1.254258165,2.237795114,3.18980448,3.547226458,4.963099046,4.66097435,0.461147482,4.767699864,0.813978294,4.852275436,2.985033326,1.201135596,0.351475807,1.500206076,4.067724119,0.383549371,1.772365477,0.660054372,0.790898152,0.310735258,3.509217394,0.432408485,3.083936198,0.868857916,3.257005324,2.49348203,1.422553443,4.152798694,4.091799412,4.690847019,0.001630482
1.552692365,1,3.201946123,0.036778464,0.532105533,0.533972066,1.835545219,1.198038503,1.730701008,1.248099177,1.935321571,2.105191852,3.200386446,3.937764865,1.349972118,4.219911804,3.702341901,4.130509745,0.910961237,0.327180914,3.051751311,3.507764046,0.558088564,0.479118662,2.989168862,4.061163052,4.07289087,0.447184826,3.656393527,4.519282881,2.261158936,0.353438382,1.206390775,3.659325299
1.373015325,1,0.202458078,2.122613814,2.701075435,4.769139189,1.04452871,0.581660481,3.231100339,0.542055449,4.917484621,1.241720192,3.031778601,4.083476364,4.150271063,2.445196662,3.803641281,4.575539677,4.504874781,1.07118755,2.73530553,3.923547405,0.972205471,3.73444576,2.377791122,2.916292906,1.302740409,0.424112298,1.490664256,4.585646794,2.352590964,1.347337766,3.814852385,3.860860526
0,0,0.106498121,4.399930962,3.990850921,1.620826193,3.345222083,1.481469317,4.649760218,1.409802175,0.844399857,3.72583302,2.385671758,3.267222705,4.832879665,1.565137441,0.382197289,3.957075735,1.826919896,2.925496946,0.916683531,0.384594711,0.768313833,4.134379951,1.504783713,1.91942245,3.253744736,4.08685262,3.831331097,1.870877788,0.949312389,3.232508776,0.018026523,1.414439527
1.424971836,1,3.193002974,2.960372898,1.626446023,4.944756256,0.616179231,3.679384932,0.783085101,2.173237057,4.161216091,1.799547807,0.381190238,2.784627729,1.369651121,0.660273397,3.498274245,2.429524538,0.913581254,0.506072691,1.007921636,0.673730054,1.61894577,4.75272524,2.660652803,1.23842855,2.186381266,3.345438916,2.738478555,3.045272472,4.315673801,1.903479749,3.744778077,0.783483988
0,0,0.290619089,1.69853481,4.085882076,1.887738349,4.863024661,3.026592953,1.691180828,4.639918611,4.492123472,4.253532304,1.283959585,1.427477504,3.899734552,3.506976141,2.462558881,4.838338742,2.380807472,4.974527586,2.452893109,2.517266982,3.84386438,1.94042241,2.266296298,0.664269841,3.792531641,2.82618467,3.243182996,3.990290316,1.102241214,4.289453855,4.523644596,1.460099425
0,0,3.629348791,1.697229022,1.363406134,0.851372949,3.320091129,2.679258288,4.145547091,1.336810403,0.880778903,2.155931832,2.378275189,3.92610454,0.653257987,0.256778663,3.137532385,0.145437759,0.680973048,3.472777993,2.578394787,2.712912102,4.042417545,3.968430148,2.509335435,1.383160289,0.598324706,4.432988801,4.851444956,4.712631564,3.190640663,0.45295076,0.373540574,0.912254681
1.613341989,1,0.15843831,3.62468154,0.72079405,3.179634083,3.949237793,2.831265633,1.887069619,4.107930578,1.524404148,1.596865488,3.924899457,2.518682185,1.30498366,3.662377621,0.814749825,4.605376111,1.111117313,0.418043587,0.368507769,3.847758288,4.088385133,3.702127676,3.791243936,4.805974901,2.33212481,3.93498244,2.112840418,4.718649792,0.00657199,4.906339536,2.850970912,1.732352772
1.579051442,1,2.787515266,1.498923513,0.795364113,3.326281429,3.421013916,3.962046812,1.743122188,1.250373667,1.725016926,1.643162964,4.637427664,3.780362162,1.441193167,3.030899381,3.830146821,4.230761721,4.509905959,2.978535738,0.342680723,1.090216875,4.347042458,2.071089271,3.30604576,3.917424202,1.239430038,2.772126444,1.147926976,0.03456382,3.833196986,0.109166248,1.965517173,1.262700779
0,0,1.021084607,3.311397336,4.5737104,0.034512739,3.732116002,3.998353971,4.538994705,4.872869677,0.599317456,2.594848817,4.109874058,3.185113994,4.769551884,4.734631866,4.833026227,0.336720942,2.187673968,1.604199714,0.670260292,0.672925751,4.029738302,2.623821322,4.721284853,4.941700383,2.049470899,1.855939386,1.134270462,2.230154794,1.331107188,2.29548197,2.164526641,1.298117171
1.435202151,1,0.668572542,2.096142093,2.534302556,1.621622775,3.423444002,2.215467555,2.178315399,3.965117578,4.077781848,3.760563269,3.946279707,2.506337265,2.775909613,3.153748692,0.489945824,1.22838091,3.078625711,1.524799788,3.834838014,1.336145462,0.197531521,1.482808888,2.781824875,4.845372355,3.445623556,3.589406992,2.795145598,2.666771039,4.378620013,1.965492964,2.29033469,1.041226025
0,0,3.786365815,2.733460141,1.786940965,3.504988948,0.546112483,0.03305383,2.986510399,3.295880333,2.900032153,4.549758051,3.180030761,2.627806256,1.298115401,0.255854337,3.659750646,0.821456955,1.401985028,1.29713724,2.735479798,2.706342337,3.94056592,4.348027777,3.937702651,4.847139279,0.902340548,4.652994814,0.22575938,1.203229426,0.04427515,3.357967672,4.52406615,2.862081558
0,0,0.777306452,2.511837169,2.838664391,0.941358879,1.620982317,3.580186714,2.764643543,0.711408699,1.901817797,1.982846226,2.883708478,0.097007514,2.887900306,4.660980464,0.534363901,3.660748794,4.852613935,3.044427693,3.598328061,1.513761629,2.29511197,0.240143066,1.926760526,1.808581901,1.437920276,4.083563679,2.252640474,4.033162602,3.950864675,1.414789366,0.341546193,0.274653641
0,0,3.187613197,2.121427906,4.52765674,2.086604418,0.770291638,2.699996319,4.68545684,3.304775325,1.973287208,1.294952711,4.2395608,4.725280375,1.884999186,0.336400923,0.907908843,2.878738076,0.929425158,1.45724178,2.308320535,1.734887205,1.590828583,2.299572898,1.1794746,0.138760188,3.29226728,0.794017814,4.013313003,2.042898859,1.636959394,3.730073643,3.731759602,0.869774821
0,0,0.587724009,0.870187622,3.13704582,4.209451278,2.550414274,0.82881872,3.571526412,4.535186482,1.092688706,4.35480724,1.059179718,4.183324701,4.296508446,2.616887365,2.386813971,4.449415664,0.325381002,2.547280626,3.103989736,3.667837199,1.149981154,0.109359378,0.694944448,3.847537235,4.848825905,1.93397208,4.967138949,1.631967338,0.685805181,1.92376815,2.813179163,3.169177134
1.436980552,1,2.708031925,1.574967122,0.796633617,0.763081168,0.684753868,3.549015582,2.32432233,0.566355917,3.504394261,0.899930687,4.018340402,2.569780524,2.742191809,1.039223797,3.922944373,2.632448164,2.855116818,2.110203794,3.60578155,0.365691556,2.974309591,4.309886822,2.244005303,3.262886952,1.517365593,3.037199755,1.39451155,3.997811701,3.98084559,4.770434517,2.221690827,2.284414063
0,0,2.999085691,4.213109157,0.156002265,0.936350708,4.717971997,4.739610694,2.264921956,4.054162756,4.644396004,3.363586405,1.861661398,2.028478455,2.194119609,3.393246004,2.325351644,4.766320841,1.773489911,1.695104309,4.479300234,2.727171291,3.746418587,0.624385996,2.266174091,0.373747192,3.316703068,3.51825821,4.594752842,3.300359542,3.450524596,4.268618049,2.339508613,2.29239341
0,0,4.030520937,4.123836181,0.952180516,0.128366042,0.284074802,0.714677901,0.857093688,3.129223907,0.147576039,2.361661326,3.392213852,0.573944846,1.18031962,1.445403011,0.863781471,1.618530614,4.005550495,1.498168496,3.878128616,2.763854153,2.773458608,3.653236433,3.868124112,4.504235523,0.690835782,3.970384082,0.947066871,0.144871913,0.636935962,0.668678431,0.641554799,4.676298965
1.473569863,1,1.366150276,4.71339628,3.190752507,4.362654104,1.835366191,1.181009525,0.936591191,2.728246325,1.275582275,1.529118039,0.077743093,2.937440469,4.812791555,4.249238371,0.039701485,3.170127696,1.796455676,0.570298076,2.704089632,2.082106916,2.585492487,4.430614382,0.746979541,2.173382613,0.295194041,1.905150285,3.611847342,0.475596145,3.335951987,1.482002772,2.99281382,0.759259949
1.591643507,1,2.181885533,0.063411503,1.145114734,1.318398268,2.55692616,1.075424441,1.730548954,3.739085456,2.068097266,0.278762808,1.950140707,2.372419703,4.126603582,1.518217856,4.108950697,2.828398816,0.271908084,1.300070904,2.945517756,2.398668077,0.993253085,1.195063311,3.900967396,3.086549596,0.720643998,3.580660101,2.007532143,2.311926838,3.536410033,2.00605273,0.071927003,0.373202208
0,0,2.955340875,2.230007601,4.633103012,0.474466779,1.877093918,2.72999432,0.55839187,4.522316172,3.166384993,4.527058217,3.152764697,0.071141384,1.582388934,0.559353692,3.147315655,0.303547239,3.36997461,2.387195433,1.527729013,2.581664911,3.535141249,4.068054917,1.5790417,1.556510906,1.724884356,3.331524465,4.305358149,3.808896271,4.379187883,4.356177487,0.863952015,4.251119911
0,0,4.797941881,3.851034946,4.375076753,0.337067382,3.23396108,1.620482952,3.201734562,4.398755155,1.868188378,3.833687788,0.840433293,2.598623418,3.137278047,3.569568429,1.531980527,1.318435547,4.580017537,3.075171319,0.4658753,3.13848601,0.960140114,3.88482345,4.322502527,1.667908059,0.677069997,3.827335792,1.593068668,1.261897555,1.000373057,0.345049262,2.759553676,2.019058116
1.546848598,1,3.750579004,2.435917512,1.923930614,0.307042551,1.068457454,2.719366822,2.053223061,4.50481603,0.281447685,2.217546237,2.689062636,0.670303002,2.704736121,4.286840962,0.990086817,0.778045506,0.306888839,3.305369945,0.09301321,1.455514683,4.869119133,3.823202271,1.218419651,3.410580305,0.689272551,3.149058335,4.285073463,4.498991666,1.741842011,2.431550966,3.397587462,3.520609456
1.399626324,1,2.304420284,1.821361486,1.401326121,0.381022168,2.223124855,0.828531483,1.993744867,4.602923355,2.556671928,4.570711652,0.459669694,4.965185872,0.482168114,1.565737467,3.926875555,3.01200129,2.329541767,1.490656731,0.665863923,1.475044773,0.833135415,1.585519706,0.549198401,4.160439807,4.857963771,1.091356362,3.530388142,0.195068462,3.081475619,3.346820853,0.186007664,0.016672809
1.431724001,1,0.712321771,4.312027294,1.380187081,2.658457685,2.61110651,2.838088575,1.665162768,2.067082761,2.071740763,4.919608921,0.288696489,1.982714429,3.956602911,2.970927314,1.547815463,4.509014532,0.465634949,1.595135681,4.434808074,3.287158367,3.422584452,2.369743125,0.706220792,4.754624408,4.413130617,2.18719273,4.174784005,1.625717003,1.838196499,3.97419733,0.496543581,4.758907788
0,0,0.007369615,1.476979246,0.242272762,2.213701919,3.949231842,4.567603078,2.6662718,4.020382222,2.813301783,3.75438226,0.046151772,2.383924259,1.251647633,1.539591292,4.834745522,1.044021803,2.602381264,1.127730647,2.835989369,4.99081763,0.659326684,4.773382925,0.619387557,0.931191029,3.232513553,0.640845387,0.406602514,3.296135271,0.136994255,4.925899004,2.696654736,1.869174584
1.433071097,1,3.533674431,4.737056872,1.911386744,3.464542775,3.010356562,3.876288561,2.959171028,1.880899038,4.253245998,1.128675954,3.984791422,4.984405031,1.406554102,3.551904875,3.323210336,2.074177666,2.491349511,4.745615128,4.765908379,3.664616558,1.923400023,0.200413644,2.91466793,2.823563209,1.775913087,4.401004105,3.122650665,3.120077732,1.478707056,0.373399634,1.468529972,1.173699043
0,0,1.729486905,4.242451795,0.801821909,0.789321881,2.543296348,3.016505,0.806984842,3.177271624,4.219702879,3.91134606,1.322831772,1.573494812,0.915977858,2.237366363,1.633393083,1.39908145,4.658819542,1.998462065,1.897115784,2.964232247,0.34253343,1.026188311,3.618091391,2.875738064,1.001162518,4.217401726,2.118650005,2.723754813,2.639836919,0.925539104,0.40844857,2.320468115
0,0,0.152773879,2.174920788,2.789324807,3.193910647,0.171087066,3.549502236,0.846619742,2.966912366,3.040324597,3.861797935,0.281368079,4.273625735,1.921421628,1.998094805,1.627087427,2.776950552,1.477100516,1.83060001,1.745241643,3.151120278,3.322210404,4.960481683,4.721806311,1.751739309,0.964989724,4.597880692,1.443460252,2.754297138,4.596620769,0.450242611,1.288481511,2.135239789
0,0,2.88861645,4.497606974,1.091128085,4.835159422,2.16990689,3.924112116,2.626169223,1.656384264,2.157968234,3.589508005,4.581060391,4.450139937,0.673530292,0.599563777,4.467262105,3.265427709,0.201390383,2.523579818,4.472267327,1.928642322,1.460259389,1.17018285,1.004741787,1.901530316,2.973950711,1.341929875,3.11221321,4.022836549,0.519856293,3.646201537,3.242951322,2.373273117
0,0,4.66456055,0.482218397,2.995534592,1.167823546,0.161641691,2.899296319,4.210990762,2.784484941,4.19941495,1.024761368,3.106274434,0.870104436,1.447699094,0.092514677,3.507481951,4.760456859,3.745046675,3.783636947,2.710445377,1.410314364,1.224374234,1.431591089,4.815672051,1.153476728,2.686607067,1.025041261,2.170206473,0.711059862,1.877918875,3.967803134,4.064078254,4.518954532
0,0,2.701878671,4.089316561,3.542083227,0.216044259,0.729729902,1.166678314,1.233505406,0.851413715,1.175284175,1.37730538,4.758033131,1.733354916,1.486609689,2.022131041,1.511187129,3.786555418,1.79871947,0.624497858,3.085912797,1.777597269,1.814690933,0.342441432,4.335809359,2.28948099,0.388076926,4.524605979,1.408479404,3.069389213,3.30928971,1.000122979,4.799931138,3.325529922
1.514984149,1,2.706499197,4.344844358,2.785237335,0.106990585,2.413402759,4.039927896,3.680046831,2.861521976,0.044924267,3.591402318,2.247132959,3.298083844,3.76604173,4.023695069,0.145777911,3.899086337,2.836752493,0.380583134,1.258109122,0.667272643,2.822369609,2.704906414,0.344607238,4.942154337,1.255477202,1.577364958,1.503284744,0.210195191,2.639506504,1.280111669,2.043549962,4.737563214
0,0,4.59640485,0.606218387,2.959724174,1.798260866,3.596534662,2.617755458,1.30421676,2.46539653,4.279179504,3.622031418,0.995551509,0.786429372,1.852377599,4.311360025,3.423813141,3.170989396,0.706616456,0.396511225,4.380726738,2.102143506,2.438318036,2.301627472,2.578386248,1.359971951,1.15789919,4.497670384,4.543486633,3.018214261,1.826182415,2.992952503,3.342435731,4.472820455
0,0,0.43667762,2.695051747,2.14224968,3.085767472,2.794379385,1.129253441,0.52259765,0.04988828,0.29576652,1.613261853,3.897382534,1.677392932,3.097843063,4.964428587,3.240028475,2.698879102,1.161273765,3.699161135,4.444961726,4.29903813,2.985303943,3.273760717,4.575069969,2.165915403,1.448803779,3.159411503,1.477109197,3.110143952,0.237670971,4.973049476,1.033820746,3.036819781
0,0,1.738151628,3.58868534,0.139966476,0.334208806,4.635320704,0.438858803,1.66199281,2.630904477,1.23321062,2.714497283,3.904339253,2.609411907,4.659749669,0.735559902,2.083828509,1.401464333,2.990501586,0.182374284,0.318432515,1.614412526,0.491892652,0.850223131,1.855818994,0.198808113,3.546204768,3.206706801,0.870304301,0.310759713,2.033297101,2.31531463,1.013371497,4.34774945
1.406587243,1,2.989701846,0.115067685,4.497132186,2.264730578,0.290130882,0.531346883,4.992126458,4.331637018,3.076028983,0.134722422,1.612613178,2.31888117,0.495086165,2.854940721,1.629375471,2.252461683,2.889218976,0.374221538,0.286713347,1.504782175,2.608606244,2.809401175,1.20777385,4.563600813,4.128671348,2.22272942,4.910312816,2.891337807,1.172117482,4.052952212,2.256370823,1.249845847
1.330013498,1,4.777187659,0.713251735,2.562816924,4.859625688,3.241603106,3.073355017,2.34825186,2.888903488,4.556566136,1.881101417,1.143823863,2.117624356,1.367981104,2.222829219,3.137575235,2.673206268,1.9272108,4.367250495,1.501743674,2.000148578,2.588617572,0.309123572,1.156836103,0.592429958,0.493900179,4.451377278,0.166945387,4.19517496,2.536333624,0.568582205,2.452228285,2.997208601
1.487712109,1,0.451080666,4.891120171,3.265093863,2.305660633,4.318790552,1.314145361,4.119814714,1.644876525,4.706502656,1.220540355,4.785550826,2.554124823,2.822899297,4.968580658,3.8549197,1.569009604,0.289363124,0.220368959,4.064719848,2.060366389,1.920815844,2.615632662,4.460744834,2.029603203,3.021944481,0.474017782,1.679906389,0.724209192,1.224402649,1.894858292,1.35159806,1.077996498
1.455250222,1,3.168655555,3.998577851,1.042570134,4.481280961,3.728547354,2.681929035,4.84982597,2.824415851,1.088449495,4.288816434,4.309996589,1.566510974,1.634921057,4.20006702,2.462663931,0.25951242,3.890091845,2.133361929,1.399809407,1.667540059,1.83469976,3.973962051,0.193453928,3.633346677,4.363422297,1.429073913,3.284246297,1.159433125,3.109769708,0.375618837,4.833779377,3.049849783
1.397702284,1,1.918575899,0.152848867,4.287827934,3.017715927,4.239202025,2.523081234,0.039554188,4.595365887,2.053523978,3.661828739,0.755526394,4.076166383,4.548012659,3.889712306,3.785615682,2.025987618,3.509505401,2.827304686,2.92368176,1.724572996,3.521166198,0.804318395,0.007569667,2.810004261,2.732420625,2.754138809,3.472683804,4.63747046,4.721051544,4.516316647,3.020531432,4.631048785
0,0,0.584731292,1.704007539,0.183652218,2.691849252,3.686144006,0.906112513,2.131233308,0.490839785,1.516107833,3.90061306,2.684802084,3.845357165,3.194718228,4.465741228,0.303451937,0.878857729,2.081659295,3.698959205,4.464773962,0.129266533,0.687815142,2.120437163,3.822833909,2.622185938,3.772406795,0.848992217,3.36363503,3.093263714,0.034230447,3.701127621,4.95867739,0.640906786
1.458988127,1,1.802913801,0.955366327,3.571988304,0.889335056,4.93424375,0.08499565,0.198982348,4.02165266,4.298961428,2.83126264,3.770563405,2.597573832,2.929522362,0.953665131,2.517207317,0.254573163,0.280478716,1.675987,3.154523784,4.459889075,3.366983132,3.426335202,3.478723966,3.999157166,3.303025836,2.599682977,1.658682054,4.670863564,1.232384741,2.556031856,3.701589432,1.270842665
1.491791654,1,4.227923793,2.69077211,4.55068067,1.753532051,4.676624414,4.638597296,2.938501802,0.508810672,1.834379699,1.379227675,1.330487507,1.132693247,0.0066039,4.465036858,2.267487536,2.892105028,1.578027694,4.970084375,4.919464418,4.822739455,3.331326195,3.630790882,1.670212773,2.613863832,1.366771828,3.591895142,3.890087782,0.405321098,1.107900702,1.01979747,3.120496529,3.626025578
0,0,4.171820938,0.09447691,1.010588158,2.345464809,1.891975908,1.701968669,0.319255924,3.80667967,2.013310429,3.371448581,2.755378295,0.257285833,1.537479688,4.827223835,4.65737575,1.890133633,3.08835096,2.812666956,4.152803548,4.788493693,0.377528266,4.440121984,2.812236458,0.971775627,1.107263954,3.528815247,2.983807179,2.931480366,4.842470741,2.908717126,0.499001456,0.833014109
0,0,0.510468974,0.731235524,3.357823834,3.199265909,1.862177258,0.814364831,1.947594042,3.999882832,1.998968499,3.775595425,1.476052058,3.200029553,4.425585772,1.048216614,2.40178244,0.564937797,0.6618482,0.320011287,0.396486977,3.13477082,2.056669831,3.19294843,4.282784814,3.817875165,4.880801481,3.907686225,4.677916018,3.695760836,1.268098838,3.596251423,3.467563078,3.866594754
1.369478542,1,3.736085428,1.591918334,2.552154786,3.865332382,2.86407763,4.769251675,0.857861522,4.536175476,3.761097113,1.430876158,3.137051713,2.314139616,0.647196226,2.746923313,4.847546616,2.210702449,2.954819649,0.554851236,0.999261457,0.814820515,0.184387136,1.36362332,1.15066795,1.792723444,0.671713495,4.992972986,2.567604274,1.939231524,1.24926379,1.823762132,1.995287706,4.631503798
1.374336777,1,2.477364653,3.045935024,0.024042318,2.938643822,3.887312113,3.285915919,2.641573468,4.128865807,4.812168847,1.568682284,3.985425287,1.42587899,0.074474378,0.470748772,1.643615104,1.527831611,0.090110665,0.811037044,2.219947317,3.833850148,3.406279676,3.57268364,2.29890439,4.596342037,4.944717098,4.663005577,2.307616737,4.524610848,1.932258268,3.015082761,2.801595044,4.229198778
1.586145623,1,1.424024774,3.316592488,3.011290883,3.282314734,1.549670433,1.658219035,0.940986644,0.503417036,1.43281977,1.774131108,2.67880849,4.95416489,0.140890415,3.547660078,4.525785088,4.329146906,0.595846615,4.776376006,2.204503955,4.378801087,4.324758215,1.775752876,3.155732237,4.32274625,0.104958673,0.384101275,1.883572136,0.745968318,0.170484479,3.911248538,1.636225381,4.087381648
1.434307713,1,0.868095251,3.380588663,4.378002404,3.785777362,1.148128573,1.794718096,1.81582047,1.337215556,1.686513811,0.434803245,2.25779826,2.273320139,0.145177549,3.185509363,0.297293935,0.84598057,3.423398712,2.772836563,0.030179168,1.440425763,1.883057824,0.732465167,0.372668077,2.303714381,1.851971897,4.122787592,2.68767828,4.087580415,2.301904133,0.070169072,0.024916026,0.831133919
1.415464289,1,1.829694194,3.591052382,0.797118184,1.393857354,3.224692238,1.436020746,1.609654463,0.777083975,1.938315703,4.47866567,4.43883434,1.968066639,3.377288711,1.261070973,4.749938542,3.123410866,1.034739707,0.548275806,2.829248052,1.371666981,0.3558263,0.792246501,0.247601481,3.40441874,3.908779062,4.036825981,1.325267966,4.479496986,3.03993044,0.072004193,1.720143744,2.668323677
1.523698566,1,3.138812885,2.233686503,4.055528219,0.724139947,4.874146876,4.16880033,1.700505804,3.081195329,1.518780843,0.446093837,2.607629025,4.126457665,3.819633112,4.73819654,1.667736366,1.948691912,0.752064399,1.668522103,2.768394142,2.751469724,0.802105225,0.585447348,1.99275217,4.156915023,0.925006027,2.503928788,0.631572399,4.323142265,3.833228441,2.821767678,1.94784686,2.450688317
1.474912735,1,4.434520479,4.525241408,2.491944777,2.646134751,4.548503596,2.892992235,3.878925518,3.306973153,2.348286195,1.098838099,3.012948693,0.921294984,0.987548578,4.309960732,0.628246261,3.227901279,2.186591052,3.063025337,3.687412074,1.516397236,0.214838566,4.177537653,1.846540898,3.306696532,4.47859959,1.37049533,4.989492385,4.171766907,3.956718437,3.283063541,2.718365096,1.933406648
1.468816699,1,4.111160438,2.97667257,3.908206603,4.938372781,3.941269002,4.264604433,2.428064146,4.368780363,1.669235416,1.026583894,2.471785339,0.156044798,4.137872074,1.321287189,3.387496662,3.96932168,3.409219324,3.253796187,1.186708643,2.387017396,4.682096326,1.205517555,1.045569397,1.362360138,3.879087102,1.657057074,3.015373507,0.920074319,0.437294251,1.544576908,1.154392021,4.54593526
0,0,4.684421729,0.159394204,2.968235216,0.219087609,2.124514217,2.607906395,4.201697107,3.125148396,1.276023402,4.523456179,3.836503012,2.813327508,4.485767668,1.840397047,1.688655035,3.09427678,0.4344772,1.877487658,0.936905337,4.05263345,3.616240976,3.373370231,4.569907086,4.104804487,2.743623182,0.077707971,0.473431787,2.573791457,4.762413191,4.215305981,4.67506123,4.867065426
1.335017299,1,1.86263195,1.604503454,3.916239504,1.061108572,4.795761029,4.651164346,1.828647437,1.724561949,3.463408142,3.583019322,4.001717482,2.968352387,0.48587506,2.797545832,0.215449802,3.788158605,3.298237646,2.997296605,1.134973749,3.568571805,3.622512065,1.721089849,0.163754129,4.218079241,3.851500573,2.548233184,3.534816394,3.955869537,1.653345091,4.56837571,2.883524814,1.439546371
1.44867431,1,1.334324301,4.450890895,1.830505948,0.750076938,4.731637849,3.254176573,4.911072844,0.96916847,4.143712975,2.469010447,2.953892681,0.224452861,2.82229076,3.167721516,2.490498814,0.298118145,2.575815921,0.265974695,4.218159603,2.973363908,3.455094153,3.236133859,3.117199178,4.769291599,0.884719961,2.374525982,4.212018047,2.484817277,3.812023637,0.899386291,3.458110286,4.572124271
1.417804283,1,0.813287124,2.140480599,0.209259331,1.128731284,3.33075183,4.356724414,1.723641719,0.136257821,4.526413337,2.355311232,4.552320094,1.639898874,3.455517716,0.087239904,2.56173425,1.659068388,1.680562237,4.766728025,3.752527051,1.669621147,3.164163744,2.077728545,2.882498989,4.797502643,3.079241146,0.752889482,4.191353488,3.630827097,0.544231002,0.806757702,1.485051448,2.117912194
1.515748994,1,2.642072091,1.375486863,4.139780405,3.963923682,1.368739965,3.078472001,0.507753619,3.349816087,1.736982989,3.347478017,1.476511206,3.402139835,1.968865334,1.959091649,1.034816504,3.622601534,4.0965268,4.632358187,2.570599959,0.965716441,3.014504538,0.99090094,2.051962876,4.265374071,2.145408953,4.628292897,1.865388592,3.491231846,2.943127106,0.504330718,2.061975001,4.623541135
0,0,0.277752368,1.92023773,1.203200582,1.139043035,1.785601936,4.620512805,2.512491732,4.016188199,1.751360173,2.293412554,4.755483313,0.664916881,0.351536205,3.530407209,4.658513878,0.54450457,3.258484209,0.730310702,3.469814643,3.128068113,0.218616994,3.989619133,4.931053495,2.183724095,1.723744272,0.244030592,1.126014547,2.905064594,3.006876691,1.262592022,3.271708298,0.300477978
0,0,4.702530451,0.462652889,1.669889656,3.255248215,2.519553882,2.654625703,1.895618654,3.844537064,1.412556329,3.246363694,4.610919112,1.653359428,4.067195648,3.938177977,0.621612397,0.786937739,2.074991358,3.436663992,3.288519525,3.399887484,0.046933385,0.643047868,3.819531907,4.20957749,3.734742967,4.722617329,4.59857113,1.115371451,2.54883594,3.93870097,2.612259572,3.086959725
0,0,2.791203505,3.654960128,0.317010581,2.463932634,1.149620191,1.686955409,2.758190536,3.71842836,2.061527727,2.538091663,0.644861863,1.074178283,1.464148207,2.249829158,1.201410583,1.316317428,4.457912859,2.930699144,4.693373088,3.090399386,1.253595198,0.512687264,2.731819506,2.213228074,3.457530679,3.797197291,1.997105934,2.837066995,1.027919625,4.717643052,2.564033223,1.38123301
1.364371323,1,1.145697762,4.764642073,3.447104148,3.539363749,3.28460955,3.894837242,2.902347779,2.516150668,4.393656546,1.964746351,1.213177538,1.408133141,4.523855055,3.513376106,4.265278636,1.893418474,3.165108153,0.157784213,4.600167694,2.348734425,2.599515931,3.831560563,1.681082998,3.129925601,1.634510039,1.555534244,3.230391989,2.168458161,0.51443274,1.180754833,4.85891398,3.494487082
1.502808456,1,3.297251279,1.630486708,0.099109586,2.85236296,0.18167451,1.323713724,0.953292171,2.246498122,3.843275895,3.139680987,1.573501464,1.460215673,0.391189943,0.859719166,3.606401726,0.447242934,4.589061014,2.148384755,0.398614356,2.860720569,4.158861571,1.736839024,3.899445022,3.541696151,2.954711794,1.884968481,1.969125124,2.141544229,2.115128045,1.094621417,2.48382326,0.199348567
0,0,2.824082494,0.245714797,4.361406217,4.300123799,1.691289714,4.870152317,4.77387504,4.943104988,0.788588374,0.014591751,1.240899802,1.731450604,1.166693564,3.779455921,1.12963841,2.242216227,1.297222833,1.728972569,4.514774739,0.063504341,0.661114021,1.940313271,4.203105052,1.066331515,4.676171988,4.849001895,1.876292779,4.924314212,0.610428473,3.804787351,2.896808416,3.105782712
0,0,2.449521202,1.102251769,0.720671223,3.175878527,4.012078468,3.348216295,2.358014788,4.722390572,2.957404338,1.133738797,3.419218436,1.603214279,3.744592719,4.990716037,1.348666758,4.659348179,3.481935265,0.476296417,1.229360861,4.673287758,2.398921091,4.412638718,3.896486584,0.091419424,3.853808727,3.42899202,4.338335315,2.902548352,3.130523906,0.555735966,1.068471116,0.181848837
0,0,2.222724646,1.632904516,1.436471156,2.482259946,0.908525973,4.668959359,4.700906422,2.957315412,0.004043091,4.515032231,3.414464708,0.36925509,4.981920812,1.572284832,4.046099188,2.30725303,2.935707335,2.387977567,2.762268161,0.876582695,2.936224345,0.774007656,2.22726275,2.688107114,2.309500575,4.170548544,4.980861548,4.861221366,3.729646863,0.999784765,0.18164618,0.943020329
0,0,2.887736743,3.141361713,1.823873757,3.182790048,4.456467291,1.267591037,1.43179669,0.627095881,2.642868864,4.10383181,1.498877301,3.938394587,2.185062865,2.752698581,4.930572369,3.448904921,4.850683883,0.479829192,4.490461187,0.292215467,0.616590755,3.153628717,1.850521729,1.597861369,3.978471656,1.508524058,3.037308442,2.309861216,1.462963455,4.162094782,2.852629787,0.352540569
0,0,1.331558454,0.854374154,2.80153711,1.01045252,2.461844056,3.646837098,4.774981911,3.8118417,0.400340695,4.691231123,4.872369217,3.03555214,4.787474793,1.653252706,4.506075711,0.001828119,2.416400097,0.737373736,1.574960434,0.856877291,2.964534684,3.28804006,1.744813464,0.268467237,0.235840155,0.279289046,0.357559978,0.078377725,4.868395036,3.673983605,3.761928074,0.166568041
1.315731428,1,0.588030586,1.306516349,4.46679001,4.860305688,4.970369431,1.733931316,1.461510678,0.936237036,3.715741682,3.590093613,0.944473628,2.169689023,0.227965677,3.27736738,3.905211045,4.314502126,3.926764359,2.167461514,1.739106235,0.276942751,4.097207213,0.530201691,0.030370233,1.375211763,4.713856524,3.37129664,1.928291974,4.284731448,3.37412444,3.04048459,2.197129185,4.806426014
